,mrna,rpf,te,note,gene
YGL045W,9.11,5.59,-0.704602771,Protein involved in proteolytic activation of Rim101p in response to alkaline pH; interacts with ESCRT-1 subunits Stp22p and Vps28p; essential for anaerobic growth; member of the arrestin-related trafficking adaptor family,RIM8
YDL176W,18.43,5.58,-1.723719044,"Protein of unknown function, predicted by computational methods to be involved in fructose-1,6-bisphosphatase (Fbp1p) degradation; interacts with components of the GID complex; YDL176W is not an essential gene",YDL176W
YLR289W,13.87,5.57,-1.316218555,Mitochondrial matrix GTPase that associates with mitochondrial ribosomes; important for translation under temperature and nutrient stress; may have a role in translational fidelity; similar to bacterial LepA elongation factor,GUF1
YOR205C,25.2,5.54,-2.185465852,"Protein of unknown function; null mutant is defective in respiration and interacts synthetically with prohibitin (phb1); the authentic, non-tagged protein is detected in purified mitochondria in high-throughput studies",GEP3
YPR184W,14.61,5.54,-1.398998297,"Glycogen debranching enzyme containing glucanotranferase and alpha-1,6-amyloglucosidase activities, required for glycogen degradation; phosphorylated in mitochondria",GDB1
YER045C,10.8,5.53,-0.965679927,"Basic leucine zipper (bZIP) transcription factor of the ATF/CREB family, may regulate transcription of genes involved in utilization of non-optimal carbon sources",ACA1
YGR098C,29.26,5.52,-2.406189597,"Separase, a caspase-like cysteine protease that promotes sister chromatid separation by mediating dissociation of the cohesin Scc1p from chromatin; inhibits protein phosphatase 2A-Cdc55p to promote mitotic exit; inhibited by Pds1p",ESP1
YBR107C,19.53,5.51,-1.825567725,"Protein with a role in kinetochore function, localizes to the outer kinetochore in a Ctf19p-dependent manner, interacts with Chl4p and Ctf19p",IML3
YJL209W,26.79,5.47,-2.292081843,Mitochondrial protein that interacts with the 5'-untranslated region of the COB mRNA and has a role in its stability and translation; found in a complex at the inner membrane along with Pet309p,CBP1
YIL017C,19.34,5.46,-1.824614939,"Protein involved in proteasome-dependent catabolite degradation of fructose-1,6-bisphosphatase (FBPase); localized to the nucleus and the cytoplasm",VID28
YLR234W,13.07,5.45,-1.261931006,"DNA Topoisomerase III, conserved protein that functions in a complex with Sgs1p and Rmi1p to relax single-stranded negatively-supercoiled DNA preferentially, involved in telomere stability and regulation of mitotic recombination",TOP3
YLR425W,19.13,5.44,-1.814158317,Guanine nucleotide exchange factor (GEF) that functions to modulate Rho1p activity as part of the cell integrity signaling pathway; multicopy suppressor of tor2 mutation and ypk1 ypk2 double mutation; potential Cdc28p substrate,TUS1
YIL071C,15.42,5.44,-1.503124209,"Possible shared subunit of Cop9 signalosome (CSN) and eIF3, binds eIF3b subunit Prt1p, has possible dual functions in transcriptional and translational control, contains a PCI (Proteasome-COP9 signalosome (CSN)-eIF3) domain",PCI8
YHL028W,13.59,5.4,-1.331514144,ER membrane protein involved in the translocation of soluble secretory proteins and insertion of membrane proteins into the ER membrane; may also have a role in the stress response but has only partial functional overlap with WSC1-3,WSC4
YBL014C,32.5,5.37,-2.597445725,"Component of the core factor (CF) rDNA transcription factor complex; CF is required for transcription of 35S rRNA genes by RNA polymerase I and is composed of Rrn6p, Rrn7p, and Rrn11p",RRN6
YAL002W,19.77,5.37,-1.880318878,Membrane-associated protein that interacts with Vps21p to facilitate soluble vacuolar protein localization; component of the CORVET complex; required for localization and trafficking of the CPY sorting receptor; contains RING finger motif,VPS8
YDR323C,13.95,5.37,-1.377271129,"Multivalent adaptor protein that facilitates vesicle-mediated vacuolar protein sorting by ensuring high-fidelity vesicle docking and fusion, which are essential for targeting of vesicles to the endosome; required for vacuole inheritance",PEP7
YPL268W,21.21,5.35,-1.987133824,"Phospholipase C, hydrolyzes phosphatidylinositol 4,5-biphosphate (PIP2) to generate the signaling molecules inositol 1,4,5-triphosphate (IP3) and 1,2-diacylglycerol (DAG); involved in regulating many cellular processes",PLC1
YGR121C,12.63,5.31,-1.250070873,Ammonium permease; belongs to a ubiquitous family of cytoplasmic membrane proteins that transport only ammonium (NH4+); expression is under the nitrogen catabolite repression regulation,MEP1
YHR002W,13.12,5.29,-1.310428093,"Mitochondrial carrier protein involved in the accumulation of CoA in the mitochondrial matrix; homolog of human Graves disease protein; does not encode an isozyme of Leu4p, as first hypothesized",LEU5
YBL052C,34.96,5.28,-2.72709535,"Histone acetyltransferase catalytic subunit of NuA3 complex that acetylates histone H3, involved in transcriptional silencing; homolog of the mammalian MOZ proto-oncogene; mutant has aneuploidy tolerance; sas3gcn5 double mutation is lethal",SAS3
YPL119C,6.77,5.27,-0.361352872,Putative ATP-dependent RNA helicase of the DEAD-box protein family; mutants show reduced stability of the 40S ribosomal subunit scanning through 5' untranslated regions of mRNAs,DBP1
YDL238C,20.45,5.27,-1.956225976,"Guanine deaminase, a catabolic enzyme of the guanine salvage pathway producing xanthine and ammonia from guanine; activity is low in exponentially-growing cultures but expression is increased in post-diauxic and stationary-phase cultures",GUD1
YGL136C,24.23,5.26,-2.2036597,"Mitochondrial 2' O-ribose methyltransferase, required for methylation of U(2791) in 21S rRNA; MRM2 deletion confers thermosensitive respiration and loss of mitochondrial DNA; has similarity to Spb1p and Trm7p, and to E. coli FtsJ/RrmJ",MRM2
YML068W,18.26,5.24,-1.801048048,"Protein that modulates the efficiency of translation termination, interacts with translation release factors eRF1 (Sup45p) and eRF3 (Sup35p) in vitro, contains a zinc finger domain characteristic of the TRIAD class of proteins",ITT1
YML023C,22.19,5.21,-2.09055439,Essential subunit of the Mms21-Smc5-Smc6 complex; required for cell viability and DNA repair,NSE5
YBR043C,25.13,5.16,-2.2839677,"Multidrug transporter of the major facilitator superfamily, required for resistance to quinidine, barban, cisplatin, and bleomycin",QDR3
YIL122W,10.93,5.14,-1.088453136,Putative transcriptional activator that promotes recovery from pheromone induced arrest; inhibits both alpha-factor induced G1 arrest and repression of CLN1 and CLN2 via SCB/MCB promoter elements; potential Cdc28p substrate; SBF regulated,POG1
YNL172W,19.95,5.13,-1.959358016,"Largest subunit of the Anaphase-Promoting Complex/Cyclosome (APC/C), which is a ubiquitin-protein ligase required for degradation of anaphase inhibitors, including mitotic cyclins, during the metaphase/anaphase transition",APC1
YMR163C,16.6,5.12,-1.696967526,Peroxisome-specific receptor important for peroxisome inheritance; co-fractionates with peroxisome membranes and co-localizes with peroxisomes in vivo; physically interacts with the myosin V motor Myo2p; INP2 is not an essential gene,INP2
YGL154C,17.3,5.09,-1.765034476,Phosphopantetheinyl transferase involved in lysine biosynthesis; converts inactive apo-form of Lys2p (alpha-aminoadipate reductase) into catalytically active holo-form by posttranslational addition of phosphopantetheine,LYS5
YML104C,33.75,5.08,-2.7319871,"Intermediate filament protein, required for nuclear and mitochondrial transmission to daughter buds; contains a Phox homology (PX) domain and specifically binds phosphatidylinositol 3-phosphate (PtdIns-3-P)",MDM1
YJL056C,16.12,5.07,-1.668794092,"Zinc-regulated transcription factor; binds to zinc-responsive promoters to induce transcription of certain genes in presence of zinc, represses other genes in low zinc; regulates its own transcription; contains seven zinc-finger domains",ZAP1
YHR150W,14.54,5.04,-1.52853163,"Peroxisomal integral membrane peroxin, involved in the regulation of peroxisomal size, number and distribution; genetic interactions suggest that Pex28p and Pex29p act at steps upstream of those mediated by Pex30p, Pex31p, and Pex32p",PEX28
YGL059W,13.61,5.02,-1.438907798,Mitochondrial protein kinase that negatively regulates activity of the pyruvate dehydrogenase complex by phosphorylating the ser-133 residue of the Pda1p subunit; acts in concert with kinase Pkp1p and phosphatases Ptc5p and Ptc6p,PKP2
YOR172W,22.14,5.02,-2.140895953,"Zn2-Cys6 zinc-finger transcription factor that activates genes involved in multidrug resistance; paralog of Yrr1p, acting on an overlapping set of target genes",YRM1
YAR019C,14.12,5.0,-1.497740089,Protein kinase of the Mitotic Exit Network that is localized to the spindle pole bodies at late anaphase; promotes mitotic exit by directly switching on the kinase activity of Dbf2p; required for spindle disassembly after meiosis II,CDC15
YIL159W,17.64,4.99,-1.82173884,"Formin, nucleates the formation of linear actin filaments, involved in cell processes such as budding and mitotic spindle orientation which require the formation of polarized actin cables, functionally redundant with BNI1",BNR1
YER038C,14.83,4.98,-1.57430095,"Essential subunit of the Mms21-Smc5-Smc6 complex, required for growth and DNA repair; heterozygous mutant shows haploinsufficiency in K1 killer toxin resistance",KRE29
YLR035C,12.39,4.97,-1.317858431,Protein involved in the mismatch repair of certain frameshift intermediates and involved in meiotic recombination; forms a complex with Mlh1p,MLH2
YOR129C,14.85,4.97,-1.579145174,"Arf3p polarization-specific docking factor, required for the polarized distribution of the ADP-ribosylation factor, Arf3p; participates in polarity development and maintenance of a normal haploid budding pattern; interacts with Cnm7p",AFI1
YPR085C,18.95,4.97,-1.930880092,"Putative protein of unknown function; subunit of the ASTRA complex (Rvb1p, Rvb2p, Tra1p, Tti1p, Tti2, Asa1p and Tra1p) which is part of the chromatin remodeling machinery",ASA1
YJR106W,14.48,4.94,-1.551478656,"Putative protein of unknown function; may play a role in cell wall biosynthesis, mutants are hypersensitive to Papulacandin B; null mutants have increased plasmid loss; displays a two-hybrid interaction with Pdr5p",ECM27
YML043C,18.14,4.94,-1.876591509,"Component of the core factor (CF) rDNA transcription factor complex; CF is required for transcription of 35S rRNA genes by RNA polymerase I and is composed of Rrn6p, Rrn7p, and Rrn11p",RRN11
YPR026W,14.08,4.93,-1.513987782,Acid trehalase required for utilization of extracellular trehalose,ATH1
YPL072W,19.09,4.92,-1.956086882,"Deubiquitinating enzyme anchored to the outer mitochondrial membrane, probably not important for general mitochondrial functioning, but may perform a more specialized function at mitochondria",UBP16
YLR431C,10.86,4.89,-1.151117733,Peripheral membrane protein required for the cytoplasm-to-vacuole targeting (Cvt) pathway and efficient macroautophagy; cycles between the phagophore assembly site (PAS) and non-PAS locations; forms a complex with Atg9p and Atg27p,ATG23
YGL175C,14.84,4.88,-1.604538039,Endonuclease that processes hairpin DNA structures with the MRX complex; involved in meiotic and mitotic double-strand break repair; phosphorylated in response to DNA damage and required for normal resistance to DNA-damaging agents,SAE2
YJL118W,17.8,4.87,-1.869883564,"Putative protein of unknown function; may interact with ribosomes, based on co-purification experiments; YJL18W is a non-essential gene; deletion enhances the toxicity of heterologously expressed human alpha-synuclein",YJL118W
YOR162C,17.77,4.87,-1.867450004,"Zn2-Cys6 zinc-finger transcription factor that activates genes involved in multidrug resistance; paralog of Yrm1p, acting on an overlapping set of target genes",YRR1
YMR094W,14.19,4.87,-1.542880912,"Subunit of the CBF3 complex, which binds to the CDE III element of centromeres, bending the DNA upon binding, and may be involved in sister chromatid cohesion during mitosis",CTF13
YBL066C,16.42,4.85,-1.759397475,"Putative transcription factor, has homolog in Kluyveromyces lactis",SEF1
YBR163W,28.69,4.83,-2.570452874,"Mitochondrial 5'-3' exonuclease and sliding exonuclease, required for mitochondrial genome maintenance; distantly related to the RecB nuclease domain of bacterial RecBCD recombinases; may be regulated by the transcription factor Ace2",EXO5
YLR067C,20.06,4.8,-2.063215295,"Specific translational activator for the COX1 mRNA, also influences stability of intron-containing COX1 primary transcripts; localizes to the mitochondrial inner membrane; contains seven pentatricopeptide repeats (PPRs)",PET309
YGR238C,17.96,4.77,-1.912726179,"Protein that functions in a complex with Kel1p to negatively regulate mitotic exit, interacts with Tem1p and Lte1p; localizes to regions of polarized growth; potential Cdc28p substrate",KEL2
YKR054C,39.16,4.77,-3.037319594,"Cytoplasmic heavy chain dynein, microtubule motor protein, required for anaphase spindle elongation; involved in spindle assembly, chromosome movement, and spindle orientation during cell division, targeted to microtubule tips by Pac1p",DYN1
YDL149W,9.87,4.68,-1.076541555,"Transmembrane protein involved in forming Cvt and autophagic vesicles; cycles between the phagophore assembly site (PAS) and other cytosolic punctate structures, not found in autophagosomes; may be involved in membrane delivery to the PAS",ATG9
YEL041W,8.68,4.66,-0.897365088,ATP-NADH kinase; phosphorylates both NAD and NADH; homooctameric structure consisting of 60-kDa subunits; sequence similarity to Utr1p and Pos5p; overexpression complements certain pos5 phenotypes,YEF1
YOR363C,16.01,4.65,-1.783670687,"Autoregulatory oleate-specific transcriptional activator of peroxisome proliferation, contains Zn(2)-Cys(6) cluster domain, forms heterodimer with Oaf1p, binds oleate response elements (OREs), activates beta-oxidation genes",PIP2
YOR349W,11.33,4.65,-1.28484524,Tubulin folding factor D involved in beta-tubulin (Tub2p) folding; isolated as mutant with increased chromosome loss and sensitivity to benomyl,CIN1
YPR002W,9.22,4.61,-1.0,"Mitochondrial protein that participates in respiration, induced by diauxic shift; homologous to E. coli PrpD, may take part in the conversion of 2-methylcitrate to 2-methylisocitrate",PDH1
YLL063C,7.6,4.56,-0.736965594,"Acetyltransferase; catalyzes trichothecene 3-O-acetylation, suggesting a possible role in trichothecene biosynthesis",AYT1
YLR213C,10.69,4.55,-1.232323403,"Putative glycoside hydrolase of the spore wall envelope; required for normal spore wall assembly, possibly for cross-linking between the glucan and chitosan layers; expressed during sporulation",CRR1
YJL090C,17.71,4.54,-1.963800009,Replication initiation protein that loads DNA pol epsilon onto pre-replication complexes at origins; checkpoint sensor recruited to stalled replication forks by the checkpoint clamp complex where it activates Mec1p; ortholog of human TopBP1,DPB11
YGL113W,19.9,4.53,-2.135185475,"Protein involved in the initiation of DNA replication, required for proper assembly of replication proteins at the origins of replication; interacts with Cdc45p",SLD3
YOR003W,7.34,4.53,-0.696269013,Putative precursor to the subtilisin-like protease III,YSP3
YCR091W,8.09,4.49,-0.849424258,Putative serine/threonine protein kinase implicated in the regulation of phospholipid asymmetry through the activation of phospholipid translocases (flippases) Lem3p-Dnf1p/Dnf2p; similar to Fpk1p,KIN82
YDR078C,17.89,4.47,-2.000806651,"Protein involved in a Rad51p-, Rad54p-dependent pathway for homologous recombination repair, important for error-free repair of spontaneous and induced DNA lesions to protect the genome from mutation; associates with Shu1p, Psy3p, and Csm2p",SHU2
YDR076W,12.87,4.45,-1.532134812,Protein that stimulates strand exchange by stabilizing the binding of Rad51p to single-stranded DNA; involved in the recombinational repair of double-strand breaks in DNA during vegetative growth and meiosis; forms heterodimer with Rad57p,RAD55
YOR030W,20.62,4.38,-2.235041558,"Probable multiple transmembrane protein, involved in diploid invasive and pseudohyphal growth upon nitrogen starvation; required for accumulation of processed Rim101p",DFG16
YGR096W,11.53,4.38,-1.396389738,Mitochondrial membrane transporter that mediates uptake of the essential cofactor thiamine pyrophosphate (ThPP) into mitochondria; expression appears to be regulated by carbon source; member of the mitochondrial carrier family,TPC1
YOR005C,9.36,4.35,-1.105493129,"DNA ligase required for nonhomologous end-joining (NHEJ), forms stable heterodimer with required cofactor Lif1p, interacts with Nej1p; involved in meiosis, not essential for vegetative growth",DNL4
YGR288W,9.79,4.34,-1.173613817,"MAL-activator protein, part of complex locus MAL1; nonfunctional in genomic reference strain S288C",MAL13
YMR154C,12.27,4.32,-1.506032032,Calpain-like cysteine protease involved in proteolytic activation of Rim101p in response to alkaline pH; has similarity to A. nidulans palB,RIM13
YJR119C,8.13,4.31,-0.915567483,JmjC domain family histone demethylase specific for H3-K4 (histone H3 Lys4); removes methyl groups specifically added by Set1p methyltransferase; protein levels regulated by Not4p (E3 ubiquitin ligase) polyubiquitin-mediated degradation,JHD2
YPL008W,18.46,4.3,-2.101993988,"Probable DNA helicase involved in sister-chromatid cohesion and genome integrity; interacts with ECO1 and CTF18; mutants are defective in silencing, rDNA recombination, aging and the heat shock response; FANCJ-like helicase family member",CHL1
YGL131C,24.07,4.28,-2.49155344,DNA binding protein with similarity to the S. pombe Snt2 protein; computational analysis suggests a role in regulation of expression of genes encoding amine transporters,SNT2
YCL004W,14.41,4.27,-1.754762361,"Phosphatidylglycerolphosphate synthase, catalyzes the synthesis of phosphatidylglycerolphosphate from CDP-diacylglycerol and sn-glycerol 3-phosphate in the first committed and rate-limiting step of cardiolipin biosynthesis",PGS1
YGL144C,14.67,4.27,-1.780560896,Protein with putative serine active lipase domain,ROG1
YKL171W,18.94,4.26,-2.152510995,"Protein kinase; implicated in proteasome function; interacts with TORC1, Ure2 and Gdh2; overexpression leads to hypersensitivity to rapamycin and nuclear accumulation of Gln3; epitope-tagged protein localizes to the cytoplasm",NNK1
YDL197C,24.78,4.26,-2.540250852,Anti-silencing protein that causes derepression of silent loci when overexpressed,ASF2
YLR266C,24.95,4.25,-2.553505069,"Transcription factor; targets include ATP-binding cassette (ABC) transporters, major facilitator superfamily transporters, and other genes involved in the pleiotropic drug resistance (PDR) phenomenon",PDR8
YMR068W,8.16,4.24,-0.944504887,"Component of a complex containing the Tor2p kinase and other proteins, which may have a role in regulation of cell growth",AVO2
YCR032W,23.45,4.08,-2.522946865,"PProtein homologous to human Chediak-Higashi syndrome and murine Beige proteins, which are implicated in disease syndromes due to defective lysosomal trafficking; mutant phenotype and genetic interactions suggest a role in protein sorting",BPH1
YER173W,17.16,4.07,-2.075948853,"Checkpoint protein, involved in the activation of the DNA damage and meiotic pachytene checkpoints; subunit of a clamp loader that loads Rad17p-Mec3p-Ddc1p onto DNA; homolog of human and S. pombe Rad17 protein",RAD24
YLR381W,12.68,4.07,-1.639454046,Outer kinetochore protein that forms a complex with Mcm16p and Mcm22p; may bind the kinetochore to spindle microtubules,CTF3
YDR275W,39.19,4.07,-3.267384873,"Protein of unknown function, ORF exhibits genomic organization compatible with a translational readthrough-dependent mode of expression",BSC2
YER109C,20.56,4.07,-2.336739565,"Transcription factor required for flocculation, diploid filamentous growth, and haploid invasive growth; genome reference strain S288C and most laboratory strains have a mutation in this gene",FLO8
YBR136W,23.44,4.03,-2.540120826,Genome integrity checkpoint protein and PI kinase superfamily member; signal transducer required for cell cycle arrest and transcriptional responses prompted by damaged or unreplicated DNA; monitors and participates in meiotic recombination,MEC1
YDR030C,7.29,4.01,-0.862316578,"Protein involved in DNA repair, related to the human CSA protein that is involved in transcription-coupled repair nucleotide excision repair",RAD28
YDR315C,12.79,3.99,-1.680555613,"Inositol 1,3,4,5,6-pentakisphosphate 2-kinase, nuclear protein required for synthesis of 1,2,3,4,5,6-hexakisphosphate (phytate), which is integral to cell function; has 2 motifs conserved in other fungi; ipk1 gle1 double mutant is inviable",IPK1
YIL146C,14.37,3.98,-1.852219726,"Mitochondrial-anchored transmembrane receptor that interacts with the autophagy adaptor protein, Atg11p, and is essential for mitophagy, the selective vacuolar degradation of mitochondria in response to starvation",ATG32
YGR188C,13.37,3.96,-1.75542713,"Protein kinase that forms a complex with Mad1p and Bub3p that is crucial in the checkpoint mechanism required to prevent cell cycle progression into anaphase in the presence of spindle damage, associates with centromere DNA via Skp1p",BUB1
YER098W,12.19,3.94,-1.629430591,"Ubiquitin carboxyl-terminal hydrolase, ubiquitin-specific protease that cleaves ubiquitin-protein fusions",UBP9
YKL201C,13.74,3.94,-1.802114469,"Putative positive regulator of mannosylphosphate transferase (Mnn6p), involved in mannosylphosphorylation of N-linked oligosaccharides; expression increases in late-logarithmic and stationary growth phases",MNN4
YGL229C,19.45,3.91,-2.314529643,"Protein required for function of the Sit4p protein phosphatase, member of a family of similar proteins that form complexes with Sit4p, including Sap155p, Sap185p, and Sap190p",SAP4
YKR069W,15.05,3.9,-1.948217458,"S-adenosyl-L-methionine uroporphyrinogen III transmethylase, involved in the biosynthesis of siroheme, a prosthetic group used by sulfite reductase; required for sulfate assimilation and methionine biosynthesis",MET1
YDR350C,18.14,3.86,-2.232501703,"Specific translational activator for the mitochondrial ATP6 mRNA, encoding a subunit of F1F0 ATP synthase; localized to the mitochondrial inner membrane",ATP22
YDR085C,10.26,3.81,-1.429167828,Protein required for pheromone-induced projection (shmoo) formation; regulates septin architecture during mating; has an RVXF motif that mediates targeting of Glc7p to mating projections; interacts with Cdc12p,AFR1
YLL003W,19.11,3.74,-2.353217603,"Centrin (Cdc31p)-binding protein required for spindle pole body (SPB) duplication, localizes to the half-bridge of the SPB, required for progression through G(2)-M transition, has similarity to Xenopus laevis XCAP-C",SFI1
YGR221C,12.98,3.73,-1.799042848,Protein involved in localization of Cdc24p to the site of bud growth; may act as a membrane anchor; localizes to the bud neck and bud tip; potentially phosphorylated by Cdc28p,TOS2
YIL066C,6.1,3.7,-0.721283972,"Minor isoform of the large subunit of ribonucleotide-diphosphate reductase; the RNR complex catalyzes rate-limiting step in dNTP synthesis, regulated by DNA replication and DNA damage checkpoint pathways via localization of small subunits",RNR3
YDR104C,11.81,3.67,-1.686156997,"Meiosis-specific protein of unknown function, required for spore wall formation during sporulation; dispensable for both nuclear divisions during meiosis",SPO71
YCR079W,16.02,3.66,-2.129958594,Mitochondrial type 2C protein phosphatase (PP2C) with similarity to mammalian PP1Ks; involved in mitophagy; null mutant is sensitive to rapamycin and has decreased phosphorylation of the Pda1 subunit of pyruvate dehydrogenase,PTC6
YJL025W,18.61,3.61,-2.366007313,"Component of the core factor (CF) rDNA transcription factor complex; CF is required for transcription of 35S rRNA genes by RNA polymerase I and is composed of Rrn6p, Rrn7p, and Rrn11p",RRN7
YPL164C,14.3,3.58,-1.997983654,Protein involved in DNA mismatch repair and crossing-over during meiotic recombination; forms a complex with Mlh1p; mammalian homolog is implicated mammalian microsatellite instability,MLH3
YOR334W,14.14,3.51,-2.010239185,"Mitochondrial inner membrane Mg(2+) channel, required for maintenance of intramitochondrial Mg(2+) concentrations at the correct level to support splicing of group II introns",MRS2
YOR208W,15.89,3.5,-2.182692298,Phosphotyrosine-specific protein phosphatase involved in the inactivation of mitogen-activated protein kinase (MAPK) during osmolarity sensing; dephosporylates Hog1p MAPK and regulates its localization; localized to the nucleus,PTP2
YGR023W,7.86,3.49,-1.171302276,"Putative plasma membrane sensor, involved in cell integrity signaling and stress response during glucose starvation and oxidative stress; has structural and functional similarity to Mid2p",MTL1
YMR207C,24.69,3.48,-2.826767625,"Mitochondrial acetyl-coenzyme A carboxylase, catalyzes the production of malonyl-CoA in mitochondrial fatty acid biosynthesis",HFA1
YNR060W,5.02,3.47,-0.532751701,"Ferric reductase, reduces a specific subset of siderophore-bound iron prior to uptake by transporters; expression induced by low iron levels",FRE4
YLR014C,14.51,3.46,-2.068203576,"Zinc finger transcription factor containing a Zn(2)-Cys(6) binuclear cluster domain, positively regulates transcription of genes involved in uracil biosynthesis; activity may be modulated by interaction with Tup1p",PPR1
YMR023C,11.61,3.45,-1.750699705,"Mitochondrial protein, forms a heterodimer complex with Mto1p that performs the 5-carboxymethylaminomethyl modification of the wobble uridine base in mitochondrial tRNAs; similar to human GTPBP3",MSS1
YHR194W,16.38,3.44,-2.251454887,"Mitochondrial inner membrane protein with similarity to Mdm32p, required for normal mitochondrial morphology and inheritance; interacts genetically with MMM1, MDM10, MDM12, and MDM34",MDM31
YOR011W,20.42,3.44,-2.569502396,"Transporter of the ATP-binding cassette family, involved in uptake of sterols and anaerobic growth",AUS1
YOL043C,12.91,3.43,-1.912208519,"DNA N-glycosylase and apurinic/apyrimidinic (AP) lyase involved in base excision repair, localizes to the nucleus; sumoylated",NTG2
YGL090W,17.64,3.42,-2.366782331,Component of the DNA ligase IV complex that mediates nonhomologous end joining in DNA double-strand break repair; physically interacts with Dnl4p and Nej1p; homologous to mammalian XRCC4 protein,LIF1
YDR332W,14.78,3.42,-2.111578039,Putative RNA helicase of the DEAH/D-box family; null mutant displays increased levels of spontaneous Rad52p foci; green fluorescent protein (GFP)-fusion protein localizes to the mitochondrion,IRC3
YLR087C,33.14,3.4,-3.284966951,"Protein required for fermentation at low temperature; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies",CSF1
YLR313C,12.67,3.37,-1.910596028,"Protein involved in shmoo formation and bipolar bud site selection; homologous to Spa2p, localizes to sites of polarized growth in a cell cycle dependent- and Spa2p-dependent manner, interacts with MAPKKs Mkk1p, Mkk2p, and Ste7p",SPH1
YDR459C,25.38,3.37,-2.912871573,Palmitoyltransferase with autoacylation activity; likely functions in pathway(s) outside Ras; member of a family of putative palmitoyltransferases containing an Asp-His-His-Cys-cysteine rich (DHHC-CRD) domain,PFA5
YLR246W,13.05,3.36,-1.957516669,"Subunit of a palmitoyltransferase, composed of Erf2p and Shr5p, that adds a palmitoyl lipid moiety to heterolipidated substrates such as Ras1p and Ras2p through a thioester linkage; mutants partially mislocalize Ras2p to the vacuole",ERF2
YHL035C,40.5,3.32,-3.608666761,Vacuolar membrane protein involved in multiple drug resistance and metal sensitivity; ATP-binding cassette (ABC) family member involved in drug transport; potential Cdc28p substrate; induced under respiratory conditions,VMR1
YOR384W,9.34,3.26,-1.518550585,"Putative ferric reductase with similarity to Fre2p; expression induced by low iron levels; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies",FRE5
YKR098C,12.77,3.15,-2.019334791,Ubiquitin-specific protease that cleaves ubiquitin from ubiquitinated proteins,UBP11
YPL005W,10.04,3.12,-1.686141335,"Peripheral mitochondrial inner membrane protein, located on the matrix face of the membrane; stabilizes the bicistronic AAP1-ATP6 mRNA encoding subunits 6 and 8 of the ATP synthase complex",AEP3
YHR080C,25.63,3.11,-3.042846993,"Protein of unknown function that may interact with ribosomes, based on co-purification experiments; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies",YHR080C
YPR005C,12.03,3.09,-1.960957899,"Cytoplasmic protein involved in halotolerance; decreases intracellular Na+ (via Ena1p) and increases intracellular K+ by decreasing efflux; expression repressed by Ssn6p-Tup1p and Sko1p and induced by NaCl, KCl, and sorbitol through Gcn4p",HAL1
YGL063W,11.75,3.06,-1.941057199,"Mitochondrial tRNA:pseudouridine synthase; acts at positions 27 and 28, but not at position 72; efficiently and rapidly targeted to mitochondria, specifically dedicated to mitochondrial tRNA modification",PUS2
YHL032C,28.06,3.05,-3.201633861,"Glycerol kinase, converts glycerol to glycerol-3-phosphate; glucose repression of expression is mediated by Adr1p and Ino2p-Ino4p; derepression of expression on non-fermentable carbon sources is mediated by Opi1p and Rsf1p",GUT1
YDR314C,16.05,3.03,-2.405183599,Protein involved in nucleotide excision repair (NER); homologous to RAD4,RAD34
YPL269W,17.78,2.94,-2.596367264,"Karyogamy protein required for correct positioning of the mitotic spindle and for orienting cytoplasmic microtubules, localizes at the shmoo tip in mating cells and at the tip of the growing bud in small-budded cells through anaphase",KAR9
YHL036W,9.38,2.86,-1.713572776,"Low affinity methionine permease, similar to Mup1p",MUP3
YDR160W,16.55,2.8,-2.563332485,"Component of the SPS plasma membrane amino acid sensor system (Ssy1p-Ptr3p-Ssy5p), which senses external amino acid concentration and transmits intracellular signals that result in regulation of expression of amino acid permease genes",SSY1
YBR293W,18.36,2.8,-2.713067326,Permease of basic amino acids in the vacuolar membrane,VBA2
YOL113W,27.6,2.74,-3.332420469,Member of the PAK family of serine/threonine protein kinases with similarity to Ste20p and Cla4p; involved in down-regulation of sterol uptake; proposed to be a downstream effector of Cdc42p during polarized growth,SKM1
YDL204W,13.07,2.71,-2.269894384,Protein of unknown function; has similarity to mammalian reticulon proteins; member of the RTNLA (reticulon-like A) subfamily,RTN2
YDL223C,13.17,2.67,-2.302343699,"Substrate of the Hub1p ubiquitin-like protein that localizes to the shmoo tip (mating projection); mutants are defective for mating projection formation, thereby implicating Hbt1p in polarized cell morphogenesis",HBT1
YCR106W,13.08,2.64,-2.308752706,Zinc cluster transcription factor involved in conferring resistance to cycloheximide,RDS1
YDL138W,16.41,2.64,-2.635965404,Plasma membrane high glucose sensor that regulates glucose transport; contains 12 predicted transmembrane segments and a long C-terminal tail required for induction of hexose transporters; highly similar to Snf3p,RGT2
YGR088W,8.86,2.6,-1.768795076,"Cytosolic catalase T, has a role in protection from oxidative damage by hydrogen peroxide",CTT1
YDL194W,9.53,2.55,-1.901978967,Plasma membrane low glucose sensor that regulates glucose transport; contains 12 predicted transmembrane segments and a long C-terminal tail required for induction of hexose transporters; also senses fructose and mannose; similar to Rgt2p,SNF3
YAL034C,16.85,2.54,-2.729848189,Non-essential protein of unknown function; expression induced in response to heat stress,FUN19
